IoU,Accuracy,Precision,Recall,F1
0.5009294152259827,0.707763671875,0.5009294152259827,0.707763671875,0.5866495739144031
0.5449690856039524,0.73822021484375,0.5449690856039524,0.73822021484375,0.6270426277983887
0.5743491670582443,0.7578582763671875,0.5743491670582443,0.7578582763671875,0.653464701654108
0.662340059876442,0.8138427734375,0.662340059876442,0.8138427734375,0.7303169487190003
0.5896213299129158,0.7678680419921875,0.5896213299129158,0.7678680419921875,0.6670422406057854
0.7706533707678318,0.87786865234375,0.7706533707678318,0.87786865234375,0.8207745198856018
0.7044919880572706,0.8393402099609375,0.7044919880572706,0.8393402099609375,0.7660268440194999
0.6191809105221182,0.7868804931640625,0.6191809105221182,0.7868804931640625,0.6930300183933655
0.538880909094587,0.7340850830078125,0.538880909094587,0.7340850830078125,0.6215161117237512
0.5957768822554499,0.7718658447265625,0.5957768822554499,0.7718658447265625,0.6724853171345953
0.5710005024448037,0.755645751953125,0.5710005024448037,0.755645751953125,0.6504734816913671
0.5474952198565006,0.73992919921875,0.5474952198565006,0.73992919921875,0.6293304579316593
0.41608956549316645,0.645050048828125,0.41608956549316645,0.645050048828125,0.5058685792442288
0.5916383306030184,0.7691802978515625,0.5916383306030184,0.7691802978515625,0.6688276274854356
0.5390377379953861,0.73419189453125,0.5390377379953861,0.73419189453125,0.6216586984349703
0.6595860759261996,0.8121490478515625,0.6595860759261996,0.8121490478515625,0.7279600722779265
0.6283155418932438,0.79266357421875,0.6283155418932438,0.79266357421875,0.7009854508446364
0.6312702083960176,0.794525146484375,0.6312702083960176,0.794525146484375,0.7035512538040815
0.675418321043253,0.82183837890625,0.675418321043253,0.82183837890625,0.7414689786574195
0.5163383819162846,0.71856689453125,0.5163383819162846,0.71856689453125,0.6008941328491251
0.46255606785416603,0.68011474609375,0.46255606785416603,0.68011474609375,0.5506243772094784
0.6003554074559361,0.7748260498046875,0.6003554074559361,0.7748260498046875,0.6765230964713447
0.6124275664333254,0.7825775146484375,0.6124275664333254,0.7825775146484375,0.6871258740791525
0.4248160927090794,0.6517791748046875,0.4248160927090794,0.6517791748046875,0.5143739540841604
0.40562453703023493,0.6368865966796875,0.40562453703023493,0.6368865966796875,0.49560493421232305
0.5222100021783262,0.7226409912109375,0.5222100021783262,0.7226409912109375,0.6062899987202053
0.5061049314681441,0.7114105224609375,0.5061049314681441,0.7114105224609375,0.5914477266861561
0.5450592041015625,0.73828125,0.5450592041015625,0.73828125,0.627124297752809
0.5734706392977387,0.7572784423828125,0.5734706392977387,0.7572784423828125,0.6526804466116719
0.6307368874549866,0.794189453125,0.6307368874549866,0.794189453125,0.703088390533576
0.5949998050928116,0.7713623046875,0.5949998050928116,0.7713623046875,0.6717991045855299
0.6359828859567642,0.7974853515625,0.6359828859567642,0.7974853515625,0.7076362379297538
0.6137178933713585,0.7834014892578125,0.6137178933713585,0.7834014892578125,0.6882554456391822
0.7431483864784241,0.862060546875,0.7431483864784241,0.862060546875,0.7982000238666906
0.373218527296558,0.6109161376953125,0.373218527296558,0.6109161376953125,0.4633618331373973
0.45715475478209555,0.6761322021484375,0.45715475478209555,0.6761322021484375,0.5454877057980538
0.7008594053331763,0.8371734619140625,0.7008594053331763,0.8371734619140625,0.7629757558145702
0.7242234386503696,0.85101318359375,0.7242234386503696,0.85101318359375,0.7825157001251463
0.6577780246734619,0.81103515625,0.6577780246734619,0.81103515625,0.726411105166487
0.4149289394263178,0.6441497802734375,0.4149289394263178,0.6441497802734375,0.5047337467725248
0.4431500865612179,0.6656951904296875,0.4431500865612179,0.6656951904296875,0.5320902516947312
0.6648758063092828,0.815399169921875,0.6648758063092828,0.815399169921875,0.7324844225172753
0.9251318930182606,0.9618377685546875,0.9251318930182606,0.9618377685546875,0.943127824172554
0.5772206189576536,0.7597503662109375,0.5772206189576536,0.7597503662109375,0.6560255704910175
0.6910323726478964,0.8312835693359375,0.6910323726478964,0.8312835693359375,0.7546972890697419
0.6472518725786358,0.8045196533203125,0.6472518725786358,0.8045196533203125,0.7173674959845338
0.6581493394915015,0.8112640380859375,0.6581493394915015,0.8112640380859375,0.7267293179265063
0.5110015869140625,0.71484375,0.5110015869140625,0.71484375,0.5959745159453304
